id,number,update_date,available_bikes,available_bike_stands,weather
31228,75,1680298195000,10,30,Rain
31229,111,1680298355000,5,35,Rain
31230,26,1680298033000,6,14,Rain
31231,65,1680298133000,15,25,Rain
31232,15,1680298316000,0,13,Rain
31233,86,1680298191000,24,14,Rain
31234,35,1680298119000,29,0,Rain
31235,10,1680298234000,15,1,Rain
31236,100,1680298096000,24,1,Rain
31237,24,1680298224000,2,18,Rain
31238,64,1680298371000,12,28,Rain
31239,109,1680297914000,12,17,Rain
31240,85,1680298195000,22,13,Rain
31241,107,1680298012000,18,22,Rain
31242,33,1680298418000,14,9,Rain
31243,44,1680297988000,17,13,Rain
31244,89,1680298273000,7,33,Rain
31245,57,1680298001000,7,16,Rain
31246,80,1680298072000,13,27,Rain
31247,41,1680298102000,9,11,Rain
31248,3,1680297911000,4,16,Rain
31249,40,1680298385000,3,18,Rain
31250,29,1680297931000,16,13,Rain
31251,103,1680297919000,0,40,Rain
31252,28,1680298300000,19,11,Rain
31253,39,1680298061000,4,16,Rain
31254,83,1680298228000,18,22,Rain
31255,92,1680298361000,39,1,Rain
31256,21,1680298357000,2,28,Rain
31257,88,1680298105000,11,19,Rain
31258,42,1680298773000,30,0,Rain
31259,30,1680298604000,8,12,Rain
31260,54,1680298957000,7,26,Rain
31261,108,1680298964000,10,25,Rain
31262,20,1680298711000,3,27,Rain
31263,56,1680298520000,3,37,Rain
31264,6,1680298782000,10,10,Rain
31265,18,1680298519000,15,15,Rain
31266,32,1680298984000,16,14,Rain
31267,52,1680298979000,22,10,Rain
31268,48,1680298848000,13,27,Rain
31269,13,1680299002000,7,23,Rain
31270,43,1680298987000,13,17,Rain
31271,31,1680298633000,14,6,Rain
31272,98,1680298682000,8,32,Rain
31273,14,1680298445000,26,4,Rain
31274,1,1680298430000,9,22,Rain
31275,23,1680298946000,17,13,Rain
31276,106,1680299007000,19,21,Rain
31277,112,1680298964000,17,13,Rain
31278,68,1680298453000,4,36,Rain
31279,74,1680298428000,1,29,Rain
31280,87,1680298750000,6,32,Rain
31281,84,1680298997000,19,11,Rain
31282,90,1680298749000,0,40,Rain
31283,11,1680298978000,22,8,Rain
31284,17,1680298783000,7,13,Rain
31285,45,1680298922000,9,21,Rain
31286,114,1680298819000,4,36,Rain
31287,72,1680298695000,13,18,Rain
31288,63,1680298857000,18,17,Rain
31289,113,1680298553000,4,36,Rain
31290,91,1680299017000,21,9,Rain
31291,99,1680298979000,2,28,Rain
31292,9,1680298904000,1,23,Rain
31293,67,1680298556000,11,29,Rain
31294,116,1680298499000,5,25,Rain
31295,55,1680298956000,5,29,Rain
31296,62,1680299003000,15,5,Rain
31297,5,1680298691000,16,24,Rain
31298,97,1680298618000,27,13,Rain
31299,61,1680298676000,4,21,Rain
31300,77,1680298856000,7,22,Rain
31301,73,1680298885000,15,15,Rain
31302,4,1680298780000,11,9,Rain
31303,49,1680298704000,12,28,Rain
31304,19,1680298858000,2,28,Rain
31305,7,1680298548000,17,12,Rain
31306,60,1680298945000,23,7,Rain
31307,102,1680298806000,14,26,Rain
31308,38,1680298813000,28,12,Rain
31309,53,1680298785000,11,29,Rain
31310,58,1680298897000,17,23,Rain
31311,66,1680298961000,2,38,Rain
31312,104,1680298509000,11,29,Rain
31313,101,1680298876000,13,17,Rain
31314,115,1680298999000,23,7,Rain
31315,47,1680298528000,2,38,Rain
31316,117,1680298592000,0,40,Rain
31317,8,1680298927000,12,18,Rain
31318,27,1680298627000,16,4,Rain
31319,16,1680298619000,12,8,Rain
31320,96,1680298619000,3,27,Rain
31321,82,1680298782000,7,1,Rain
31322,76,1680298844000,10,28,Rain
31323,71,1680298723000,4,36,Rain
31324,79,1680298655000,4,23,Rain
31325,69,1680298803000,10,30,Rain
31326,25,1680298893000,8,22,Rain
31327,51,1680298705000,11,29,Rain
31328,37,1680298847000,4,26,Rain
31329,59,1680298525000,8,12,Rain
31330,95,1680298501000,20,20,Rain
31331,94,1680298682000,5,35,Rain
31332,105,1680298425000,20,16,Rain
31333,36,1680298544000,3,37,Rain
31334,93,1680298914000,35,5,Rain
31335,22,1680298558000,3,16,Rain
31336,50,1680298544000,8,32,Rain
31337,110,1680298532000,12,28,Rain
31338,12,1680298650000,16,4,Rain
31339,34,1680298715000,28,2,Rain
31340,78,1680298778000,5,35,Rain
31341,2,1680298937000,8,12,Rain
31342,75,1680298801000,10,30,Rain
31343,111,1680298983000,5,35,Rain
31344,26,1680298638000,6,14,Rain
31345,65,1680298739000,15,25,Rain
31346,15,1680298922000,0,13,Rain
31347,86,1680298526000,24,14,Rain
31348,35,1680298724000,29,0,Rain
31349,10,1680298840000,15,1,Rain
31350,100,1680298701000,24,1,Rain
31351,24,1680298829000,2,18,Rain
31352,64,1680298977000,12,28,Rain
31353,109,1680298520000,12,17,Rain
31354,85,1680298800000,22,13,Rain
31355,107,1680298910000,18,22,Rain
31356,33,1680299024000,14,9,Rain
31357,44,1680298593000,17,13,Rain
31358,89,1680298879000,7,33,Rain
31359,57,1680298601000,6,17,Rain
31360,80,1680298677000,13,27,Rain
31361,41,1680298708000,9,11,Rain
31362,3,1680298516000,4,16,Rain
31363,40,1680298653000,2,19,Rain
31364,29,1680298537000,16,13,Rain
31365,103,1680298525000,0,40,Rain
31366,28,1680298907000,19,11,Rain
31367,39,1680298666000,4,16,Rain
31368,83,1680298834000,18,22,Rain
31369,92,1680298967000,39,1,Rain
31370,21,1680298963000,2,28,Rain
31371,88,1680298710000,11,19,Rain
31372,42,1680299379000,30,0,Rain
31373,30,1680299209000,8,12,Rain
31374,54,1680299562000,7,26,Rain
31375,108,1680299471000,10,25,Rain
31376,20,1680299317000,3,27,Rain
31377,56,1680299126000,3,37,Rain
31378,6,1680299388000,10,10,Rain
31379,18,1680299124000,15,15,Rain
31380,32,1680299302000,16,14,Rain
31381,52,1680299585000,22,10,Rain
31382,48,1680299453000,13,27,Rain
31383,13,1680299607000,7,23,Rain
31384,43,1680299292000,14,16,Rain
31385,31,1680299478000,14,6,Rain
31386,98,1680299259000,9,31,Rain
31387,14,1680299340000,25,5,Rain
31388,1,1680299035000,9,22,Rain
31389,23,1680299157000,18,12,Rain
31390,106,1680299612000,19,21,Rain
31391,112,1680299078000,18,12,Rain
31392,68,1680299059000,4,36,Rain
31393,74,1680299034000,1,29,Rain
31394,87,1680299355000,6,32,Rain
31395,84,1680299602000,19,11,Rain
31396,90,1680299355000,0,40,Rain
31397,11,1680299291000,22,8,Rain
31398,17,1680299389000,7,13,Rain
31399,45,1680299028000,10,20,Rain
31400,114,1680299581000,3,37,Rain
31401,72,1680299301000,13,18,Rain
31402,63,1680299463000,18,17,Rain
31403,113,1680299159000,4,36,Rain
31404,91,1680299623000,21,9,Rain
31405,99,1680299584000,2,28,Rain
31406,9,1680299577000,0,24,Rain
31407,67,1680299491000,12,28,Rain
31408,116,1680299105000,5,25,Rain
31409,55,1680299561000,5,29,Rain
31410,62,1680299609000,15,5,Rain
31411,5,1680299160000,17,23,Rain
31412,97,1680299223000,27,13,Rain
31413,61,1680299281000,4,21,Rain
31414,77,1680299461000,7,22,Rain
31415,73,1680299491000,15,15,Rain
31416,4,1680299386000,11,9,Rain
31417,49,1680299309000,12,28,Rain
31418,19,1680299464000,2,28,Rain
31419,7,1680299154000,17,12,Rain
31420,60,1680299560000,24,6,Rain
31421,102,1680299412000,14,26,Rain
31422,38,1680299418000,28,12,Rain
31423,53,1680299390000,11,29,Rain
31424,58,1680299492000,18,22,Rain
31425,66,1680299566000,2,38,Rain
31426,104,1680299114000,11,29,Rain
31427,101,1680299482000,13,17,Rain
31428,115,1680299505000,22,8,Rain
31429,47,1680299134000,2,38,Rain
31430,117,1680299198000,0,40,Rain
31431,8,1680299533000,12,18,Rain
31432,27,1680299233000,16,4,Rain
31433,16,1680299225000,12,8,Rain
31434,96,1680299224000,3,27,Rain
31435,82,1680299388000,7,1,Rain
31436,76,1680299450000,10,28,Rain
31437,71,1680299329000,4,36,Rain
31438,79,1680299260000,4,23,Rain
31439,69,1680299310000,9,31,Rain
31440,25,1680299499000,8,22,Rain
31441,51,1680299311000,11,29,Rain
31442,37,1680299453000,4,26,Rain
31443,59,1680299130000,8,12,Rain
31444,95,1680299107000,20,20,Rain
31445,94,1680299288000,5,35,Rain
31446,105,1680299031000,20,16,Rain
31447,36,1680299149000,3,37,Rain
31448,93,1680299061000,35,5,Rain
31449,22,1680299174000,2,17,Rain
31450,50,1680299610000,10,30,Rain
31451,110,1680299139000,12,28,Rain
31452,12,1680299610000,17,3,Rain
31453,34,1680299321000,28,2,Rain
31454,78,1680299384000,5,35,Rain
31455,2,1680299543000,8,12,Rain
31456,75,1680299311000,9,31,Rain
31457,111,1680299589000,5,35,Rain
31458,26,1680299314000,6,14,Rain
31459,65,1680299344000,15,25,Rain
31460,15,1680299528000,0,13,Rain
31461,86,1680299447000,24,14,Rain
31462,35,1680299329000,29,0,Rain
31463,10,1680299445000,15,1,Rain
31464,100,1680299306000,24,1,Rain
31465,24,1680299434000,2,18,Rain
31466,64,1680299583000,12,28,Rain
31467,109,1680299126000,12,17,Rain
31468,85,1680299299000,22,13,Rain
31469,107,1680299515000,18,22,Rain
31470,33,1680299388000,13,10,Rain
31471,44,1680299199000,17,13,Rain
31472,89,1680299485000,7,33,Rain
31473,57,1680299206000,6,17,Rain
31474,80,1680299283000,13,27,Rain
31475,41,1680299355000,9,11,Rain
31476,3,1680299548000,2,18,Rain
31477,40,1680299259000,2,19,Rain
31478,29,1680299107000,15,14,Rain
31479,103,1680299131000,0,40,Rain
31480,28,1680299512000,19,11,Rain
31481,39,1680299272000,4,16,Rain
31482,83,1680299439000,18,22,Rain
31483,92,1680299573000,39,1,Rain
31484,21,1680299568000,2,28,Rain
31485,88,1680299316000,11,19,Rain
31486,42,1680300207000,30,0,Rain
31487,30,1680299814000,8,12,Rain
31488,54,1680300128000,8,25,Rain
31489,108,1680300076000,10,25,Rain
31490,20,1680299922000,3,27,Rain
31491,56,1680300144000,3,37,Rain
31492,6,1680299994000,10,10,Rain
31493,18,1680299729000,15,15,Rain
31494,32,1680299908000,16,14,Rain
31495,52,1680300191000,22,10,Rain
31496,48,1680300059000,13,27,Rain
31497,13,1680300212000,7,23,Rain
31498,43,1680300107000,15,15,Rain
31499,31,1680299679000,14,6,Rain
31500,98,1680299864000,9,31,Rain
31501,14,1680299793000,26,4,Rain
31502,1,1680299640000,9,22,Rain
31503,23,1680299763000,18,12,Rain
31504,106,1680300217000,19,21,Rain
31505,112,1680299683000,18,12,Rain
31506,68,1680299664000,4,36,Rain
31507,74,1680299639000,1,29,Rain
31508,87,1680299960000,6,32,Rain
31509,84,1680300208000,19,11,Rain
31510,90,1680299961000,0,40,Rain
31511,11,1680299897000,22,8,Rain
31512,17,1680299995000,7,13,Rain
31513,45,1680299802000,11,19,Rain
31514,114,1680300186000,3,37,Rain
31515,72,1680299973000,14,17,Rain
31516,63,1680300069000,18,17,Rain
31517,113,1680299765000,4,36,Rain
31518,91,1680299943000,22,8,Rain
31519,99,1680300190000,2,28,Rain
31520,9,1680300183000,0,24,Rain
31521,67,1680300096000,12,28,Rain
31522,116,1680299710000,5,25,Rain
31523,55,1680299638000,4,30,Rain
31524,62,1680300214000,15,5,Rain
31525,5,1680300136000,16,24,Rain
31526,97,1680299828000,27,13,Rain
31527,61,1680299886000,4,21,Rain
31528,77,1680300066000,7,22,Rain
31529,73,1680300096000,15,15,Rain
31530,4,1680299684000,12,8,Rain
31531,49,1680299914000,12,28,Rain
31532,19,1680300069000,2,28,Rain
31533,7,1680299760000,17,12,Rain
31534,60,1680300183000,24,6,Rain
31535,102,1680300018000,14,26,Rain
31536,38,1680300104000,29,11,Rain
31537,53,1680299995000,11,29,Rain
31538,58,1680300097000,18,22,Rain
31539,66,1680299928000,1,39,Rain
31540,104,1680299719000,11,29,Rain
31541,101,1680300087000,13,17,Rain
31542,115,1680300111000,22,8,Rain
31543,47,1680299740000,2,38,Rain
31544,117,1680299803000,0,40,Rain
31545,8,1680299852000,13,17,Rain
31546,27,1680299839000,16,4,Rain
31547,16,1680299830000,12,8,Rain
31548,96,1680299830000,3,27,Rain
31549,82,1680299994000,7,1,Rain
31550,76,1680300055000,10,28,Rain
31551,71,1680299935000,4,36,Rain
31552,79,1680299804000,3,24,Rain
31553,69,1680300076000,8,32,Rain
31554,25,1680300105000,8,22,Rain
31555,51,1680299917000,11,29,Rain
31556,37,1680299967000,3,27,Rain
31557,59,1680299736000,8,12,Rain
31558,95,1680299712000,20,20,Rain
31559,94,1680299894000,5,35,Rain
31560,105,1680299637000,20,16,Rain
31561,36,1680299149000,3,37,Rain
31562,93,1680299667000,35,5,Rain
31563,22,1680299809000,2,17,Rain
31564,50,1680300216000,10,30,Rain
31565,110,1680299745000,12,28,Rain
31566,12,1680299756000,19,1,Rain
31567,34,1680299917000,27,3,Rain
31568,78,1680299990000,5,35,Rain
31569,2,1680299682000,9,11,Rain
31570,75,1680299916000,9,31,Rain
31571,111,1680300195000,5,35,Rain
31572,26,1680299920000,6,14,Rain
31573,65,1680299949000,15,25,Rain
31574,15,1680300134000,0,13,Rain
31575,86,1680300053000,24,14,Rain
31576,35,1680299934000,29,0,Rain
31577,10,1680300050000,15,1,Rain
31578,100,1680299998000,24,1,Rain
31579,24,1680300039000,2,18,Rain
31580,64,1680300188000,12,28,Rain
31581,109,1680299731000,12,17,Rain
31582,85,1680299905000,22,13,Rain
31583,107,1680300121000,18,22,Rain
31584,33,1680299994000,13,10,Rain
31585,44,1680299804000,17,13,Rain
31586,89,1680300091000,7,33,Rain
31587,57,1680299811000,6,17,Rain
31588,80,1680299889000,13,27,Rain
31589,41,1680299960000,9,11,Rain
31590,3,1680300153000,2,18,Rain
31591,40,1680299865000,2,19,Rain
31592,29,1680300042000,16,13,Rain
31593,103,1680299737000,0,40,Rain
31594,28,1680300034000,20,10,Rain
31595,39,1680299878000,4,16,Rain
31596,83,1680300044000,18,22,Rain
31597,92,1680300178000,39,1,Rain
31598,21,1680300175000,2,28,Rain
31599,88,1680299925000,11,19,Rain
31600,42,1680300375000,29,1,Rain
31601,30,1680300654000,7,13,Rain
31602,54,1680300733000,8,25,Rain
31603,108,1680300682000,10,25,Rain
31604,20,1680300527000,3,27,Rain
31605,56,1680300288000,3,37,Rain
31606,6,1680300457000,10,10,Rain
31607,18,1680300493000,15,15,Rain
31608,32,1680300475000,17,13,Rain
31609,52,1680300797000,22,10,Rain
31610,48,1680300664000,13,27,Rain
31611,13,1680300817000,7,23,Rain
31612,43,1680300395000,16,14,Rain
31613,31,1680300284000,14,6,Rain
31614,98,1680300469000,9,31,Rain
31615,14,1680300562000,25,5,Rain
31616,1,1680300246000,9,22,Rain
31617,23,1680300368000,18,12,Rain
31618,106,1680300822000,19,21,Rain
31619,112,1680300288000,18,12,Rain
31620,68,1680300769000,3,37,Rain
31621,74,1680300244000,1,29,Rain
31622,87,1680300565000,6,32,Rain
31623,84,1680300814000,19,11,Rain
31624,90,1680300566000,0,40,Rain
31625,11,1680300503000,22,8,Rain
31626,17,1680300601000,7,13,Rain
31627,45,1680300407000,11,19,Rain
31628,114,1680300304000,4,36,Rain
31629,72,1680300578000,14,17,Rain
31630,63,1680300675000,18,17,Rain
31631,113,1680300371000,4,36,Rain
31632,91,1680300549000,22,8,Rain
31633,99,1680300795000,2,28,Rain
31634,9,1680300788000,0,24,Rain
31635,67,1680300702000,12,28,Rain
31636,116,1680300316000,5,25,Rain
31637,55,1680300244000,4,30,Rain
31638,62,1680300770000,14,6,Rain
31639,5,1680300741000,16,24,Rain
31640,97,1680300433000,27,13,Rain
31641,61,1680300491000,4,21,Rain
31642,77,1680300671000,7,22,Rain
31643,73,1680300702000,15,15,Rain
31644,4,1680300289000,12,8,Rain
31645,49,1680300380000,13,27,Rain
31646,19,1680300675000,2,28,Rain
31647,7,1680300366000,17,12,Rain
31648,60,1680300788000,24,6,Rain
31649,102,1680300624000,14,26,Rain
31650,38,1680300420000,29,11,Rain
31651,53,1680300601000,11,29,Rain
31652,58,1680300702000,18,22,Rain
31653,66,1680300534000,1,39,Rain
31654,104,1680300324000,11,29,Rain
31655,101,1680300581000,12,18,Rain
31656,115,1680300320000,21,9,Rain
31657,47,1680300346000,2,38,Rain
31658,117,1680300408000,0,40,Rain
31659,8,1680300458000,13,17,Rain
31660,27,1680300543000,16,4,Rain
31661,16,1680300436000,12,8,Rain
31662,96,1680300435000,3,27,Rain
31663,82,1680300600000,7,1,Rain
31664,76,1680300661000,10,28,Rain
31665,71,1680300281000,3,37,Rain
31666,79,1680300409000,3,24,Rain
31667,69,1680300431000,7,33,Rain
31668,25,1680300711000,8,22,Rain
31669,51,1680300543000,11,29,Rain
31670,37,1680300573000,3,27,Rain
31671,59,1680300341000,8,12,Rain
31672,95,1680300464000,21,19,Rain
31673,94,1680300499000,5,35,Rain
31674,105,1680300234000,20,16,Rain
31675,36,1680300241000,3,37,Rain
31676,93,1680300727000,35,5,Rain
31677,22,1680300414000,2,17,Rain
31678,50,1680300257000,9,31,Rain
31679,110,1680300350000,12,28,Rain
31680,12,1680300362000,19,1,Rain
31681,34,1680300522000,27,3,Rain
31682,78,1680300595000,5,35,Rain
31683,2,1680300288000,9,11,Rain
31684,75,1680300521000,9,31,Rain
31685,111,1680300800000,5,35,Rain
31686,26,1680300543000,6,14,Rain
31687,65,1680300554000,15,25,Rain
31688,15,1680300732000,1,12,Rain
31689,86,1680300659000,24,14,Rain
31690,35,1680300539000,29,0,Rain
31691,10,1680300813000,15,1,Rain
31692,100,1680300604000,24,1,Rain
31693,24,1680300644000,2,18,Rain
31694,64,1680300278000,13,27,Rain
31695,109,1680300337000,12,17,Rain
31696,85,1680300543000,22,13,Rain
31697,107,1680300727000,18,22,Rain
31698,33,1680300234000,13,10,Rain
31699,44,1680300409000,17,13,Rain
31700,89,1680300697000,7,33,Rain
31701,57,1680300417000,6,17,Rain
31702,80,1680300494000,13,27,Rain
31703,41,1680300565000,9,11,Rain
31704,3,1680300561000,1,19,Rain
31705,40,1680300366000,1,20,Rain
31706,29,1680300648000,16,13,Rain
31707,103,1680300342000,0,40,Rain
31708,28,1680300639000,20,10,Rain
31709,39,1680300484000,4,16,Rain
31710,83,1680300661000,19,21,Rain
31711,92,1680300784000,39,1,Rain
31712,21,1680300780000,2,28,Rain
31713,88,1680300793000,11,19,Rain
31714,42,1680300981000,29,1,Rain
31715,30,1680301327000,6,14,Rain
31716,54,1680301338000,8,25,Rain
31717,108,1680301287000,10,25,Rain
31718,20,1680301132000,3,27,Rain
31719,56,1680300927000,2,38,Rain
31720,6,1680301300000,9,11,Rain
31721,18,1680301098000,15,15,Rain
31722,32,1680301352000,14,16,Rain
31723,52,1680301402000,22,10,Rain
31724,48,1680301269000,13,27,Rain
31725,13,1680301422000,7,23,Rain
31726,43,1680301000000,16,14,Rain
31727,31,1680300890000,14,6,Rain
31728,98,1680301075000,9,31,Rain
31729,14,1680301167000,25,5,Rain
31730,1,1680301214000,9,22,Rain
31731,23,1680300903000,17,13,Rain
31732,106,1680300822000,19,21,Rain
31733,112,1680300892000,18,12,Rain
31734,68,1680301291000,4,36,Rain
31735,74,1680300849000,1,29,Rain
31736,87,1680301171000,6,32,Rain
31737,84,1680301419000,19,11,Rain
31738,90,1680301171000,0,40,Rain
31739,11,1680301108000,22,8,Rain
31740,17,1680301207000,7,13,Rain
31741,45,1680301011000,11,19,Rain
31742,114,1680300894000,3,37,Rain
31743,72,1680301182000,14,17,Rain
31744,63,1680301281000,18,17,Rain
31745,113,1680300976000,4,36,Rain
31746,91,1680301155000,22,8,Rain
31747,99,1680301400000,2,28,Rain
31748,9,1680301394000,0,24,Rain
31749,67,1680301306000,12,28,Rain
31750,116,1680300921000,5,25,Rain
31751,55,1680300849000,4,30,Rain
31752,62,1680301375000,14,6,Rain
31753,5,1680301084000,17,23,Rain
31754,97,1680301416000,26,14,Rain
31755,61,1680301096000,4,21,Rain
31756,77,1680301276000,7,22,Rain
31757,73,1680301184000,14,16,Rain
31758,4,1680300895000,12,8,Rain
31759,49,1680300984000,13,27,Rain
31760,19,1680301280000,2,28,Rain
31761,7,1680300971000,17,12,Rain
31762,60,1680301175000,26,4,Rain
31763,102,1680301230000,14,26,Rain
31764,38,1680301241000,29,11,Rain
31765,53,1680301206000,11,29,Rain
31766,58,1680300973000,18,22,Rain
31767,66,1680300959000,2,38,Rain
31768,104,1680300930000,11,29,Rain
31769,101,1680301302000,13,17,Rain
31770,115,1680300926000,21,9,Rain
31771,47,1680300951000,2,38,Rain
31772,117,1680301014000,0,40,Rain
31773,8,1680301064000,13,17,Rain
31774,27,1680301148000,16,4,Rain
31775,16,1680301041000,12,8,Rain
31776,96,1680301317000,4,26,Rain
31777,82,1680301206000,7,1,Rain
31778,76,1680301266000,10,28,Rain
31779,71,1680300886000,3,37,Rain
31780,79,1680301014000,3,24,Rain
31781,69,1680301064000,8,32,Rain
31782,25,1680301316000,8,22,Rain
31783,51,1680301129000,11,29,Rain
31784,37,1680301178000,3,27,Rain
31785,59,1680300946000,8,12,Rain
31786,95,1680301384000,22,18,Rain
31787,94,1680301105000,5,35,Rain
31788,105,1680300840000,20,16,Rain
31789,36,1680301012000,3,37,Rain
31790,93,1680301316000,35,5,Rain
31791,22,1680301141000,3,16,Rain
31792,50,1680300863000,9,31,Rain
31793,110,1680300955000,12,28,Rain
31794,12,1680300967000,19,1,Rain
31795,34,1680301128000,27,3,Rain
31796,78,1680301201000,5,35,Rain
31797,2,1680300894000,9,11,Rain
31798,75,1680301126000,9,31,Rain
31799,111,1680301406000,5,35,Rain
31800,26,1680301131000,6,14,Rain
31801,65,1680301160000,15,25,Rain
31802,15,1680301338000,1,12,Rain
31803,86,1680301264000,24,14,Rain
31804,35,1680301144000,29,0,Rain
31805,10,1680301417000,15,1,Rain
31806,100,1680301209000,24,1,Rain
31807,24,1680301250000,2,18,Rain
31808,64,1680300883000,13,27,Rain
31809,109,1680300943000,12,17,Rain
31810,85,1680301117000,22,13,Rain
31811,107,1680301332000,18,22,Rain
31812,33,1680301308000,10,13,Rain
31813,44,1680301015000,17,13,Rain
31814,89,1680301302000,7,33,Rain
31815,57,1680301021000,6,17,Rain
31816,80,1680301100000,13,27,Rain
31817,41,1680301171000,9,11,Rain
31818,3,1680301172000,2,18,Rain
31819,40,1680301416000,0,21,Rain
31820,29,1680301192000,13,16,Rain
31821,103,1680300948000,0,40,Rain
31822,28,1680301244000,20,10,Rain
31823,39,1680301089000,4,16,Rain
31824,83,1680301262000,20,20,Rain
31825,92,1680301390000,39,1,Rain
31826,21,1680301386000,2,28,Rain
31827,88,1680301398000,11,19,Rain
31828,42,1680301677000,29,1,Rain
31829,30,1680301933000,6,14,Rain
31830,54,1680301943000,8,25,Rain
31831,108,1680301897000,10,25,Rain
31832,20,1680301737000,3,27,Rain
31833,56,1680301710000,3,37,Rain
31834,6,1680301530000,8,12,Rain
31835,18,1680301483000,14,16,Rain
31836,32,1680301958000,14,16,Rain
31837,52,1680301493000,23,9,Rain
31838,48,1680301875000,13,27,Rain
31839,13,1680301422000,7,23,Rain
31840,43,1680301794000,15,15,Rain
31841,31,1680301495000,14,6,Rain
31842,98,1680301679000,9,31,Rain
31843,14,1680301772000,25,5,Rain
31844,1,1680301818000,9,22,Rain
31845,23,1680301508000,17,13,Rain
31846,106,1680301427000,19,21,Rain
31847,112,1680301498000,18,12,Rain
31848,68,1680301456000,4,36,Rain
31849,74,1680301882000,2,28,Rain
31850,87,1680301776000,6,32,Rain
31851,84,1680301419000,19,11,Rain
31852,90,1680301777000,0,40,Rain
31853,11,1680301713000,22,8,Rain
31854,17,1680301812000,7,13,Rain
31855,45,1680301617000,11,19,Rain
31856,114,1680301499000,3,37,Rain
31857,72,1680301787000,14,17,Rain
31858,63,1680301886000,18,17,Rain
31859,113,1680301581000,4,36,Rain
31860,91,1680301760000,22,8,Rain
31861,99,1680302006000,2,28,Rain
31862,9,1680301999000,0,24,Rain
31863,67,1680301912000,12,28,Rain
31864,116,1680301526000,5,25,Rain
31865,55,1680301454000,4,30,Rain
31866,62,1680301980000,14,6,Rain
31867,5,1680301690000,17,23,Rain
31868,97,1680302021000,26,14,Rain
31869,61,1680301701000,4,21,Rain
31870,77,1680301632000,7,22,Rain
31871,73,1680302022000,15,15,Rain
31872,4,1680301501000,12,8,Rain
31873,49,1680301589000,13,27,Rain
31874,19,1680301782000,2,28,Rain
31875,7,1680301577000,17,12,Rain
31876,60,1680301781000,26,4,Rain
31877,102,1680301835000,14,26,Rain
31878,38,1680301630000,30,10,Rain
31879,53,1680301456000,11,29,Rain
31880,58,1680301578000,18,22,Rain
31881,66,1680301754000,3,37,Rain
31882,104,1680301535000,11,29,Rain
31883,101,1680301907000,13,17,Rain
31884,115,1680301531000,21,9,Rain
31885,47,1680301557000,2,38,Rain
31886,117,1680301619000,0,40,Rain
31887,8,1680301669000,13,17,Rain
31888,27,1680301621000,15,5,Rain
31889,16,1680301646000,12,8,Rain
31890,96,1680301922000,4,26,Rain
31891,82,1680301811000,7,1,Rain
31892,76,1680301871000,10,28,Rain
31893,71,1680301491000,3,37,Rain
31894,79,1680301579000,4,23,Rain
31895,69,1680301667000,8,32,Rain
31896,25,1680301921000,8,22,Rain
31897,51,1680301734000,11,29,Rain
31898,37,1680301783000,3,27,Rain
31899,59,1680301551000,8,12,Rain
31900,95,1680301717000,23,17,Rain
31901,94,1680301710000,5,35,Rain
31902,105,1680301445000,20,16,Rain
31903,36,1680301617000,3,37,Rain
31904,93,1680301922000,35,5,Rain
31905,22,1680301746000,3,16,Rain
31906,50,1680301943000,10,30,Rain
31907,110,1680301600000,11,29,Rain
31908,12,1680301572000,19,1,Rain
31909,34,1680302011000,28,2,Rain
31910,78,1680301807000,5,35,Rain
31911,2,1680301499000,9,11,Rain
31912,75,1680301731000,9,31,Rain
31913,111,1680302011000,5,35,Rain
31914,26,1680301490000,6,14,Rain
31915,65,1680301765000,15,25,Rain
31916,15,1680301943000,1,12,Rain
31917,86,1680301869000,24,14,Rain
31918,35,1680301749000,29,0,Rain
31919,10,1680301989000,13,3,Rain
31920,100,1680301815000,24,1,Rain
31921,24,1680301860000,2,18,Rain
31922,64,1680301481000,12,28,Rain
31923,109,1680301549000,12,17,Rain
31924,85,1680301722000,22,13,Rain
31925,107,1680301938000,18,22,Rain
31926,33,1680301991000,8,15,Rain
31927,44,1680301909000,18,12,Rain
31928,89,1680301908000,7,33,Rain
31929,57,1680301627000,6,17,Rain
31930,80,1680301705000,13,27,Rain
31931,41,1680301776000,9,11,Rain
31932,3,1680302023000,5,15,Rain
31933,40,1680302021000,0,21,Rain
31934,29,1680301797000,13,16,Rain
31935,103,1680301553000,0,40,Rain
31936,28,1680301850000,20,10,Rain
31937,39,1680301460000,3,17,Rain
31938,83,1680301867000,20,20,Rain
31939,92,1680301995000,39,1,Rain
31940,21,1680301991000,2,28,Rain
31941,88,1680301723000,10,20,Rain
31942,42,1680302203000,28,2,Clouds
31943,30,1680302539000,6,14,Clouds
31944,54,1680302549000,8,25,Clouds
31945,108,1680302502000,10,25,Clouds
31946,20,1680302342000,3,27,Clouds
31947,56,1680302315000,3,37,Clouds
31948,6,1680302136000,8,12,Clouds
31949,18,1680302316000,13,17,Clouds
31950,32,1680302564000,14,16,Clouds
31951,52,1680302098000,23,9,Clouds
31952,48,1680302481000,13,27,Clouds
31953,13,1680302026000,7,23,Clouds
31954,43,1680302399000,15,15,Clouds
31955,31,1680302533000,9,11,Clouds
31956,98,1680302284000,9,31,Clouds
31957,14,1680302378000,25,5,Clouds
31958,1,1680302423000,9,22,Clouds
31959,23,1680302089000,16,14,Clouds
31960,106,1680302033000,19,21,Clouds
31961,112,1680302472000,17,13,Clouds
